URLLength,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,LetterRatioInURL,NoOfQMarkInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,DomainTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,label
19,10,0,0,57.14285714285714,0.1052631578947368,0.9,0.7368421052631579,3,0,0,0,0.7368421052631579,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,179,0,0,37.37024221453287,0.0114068441064638,0.9,0.7604562737642585,3,12,1,5,0.7604562737642585,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22,6,0,161,50.0,0.0909090909090909,0.5,0.5909090909090909,2,0,0,0,0.5909090909090909,0,1,0,726,1,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
89,21,0,0,56.60377358490566,0.0224719101123595,0.9,0.8202247191011236,3,0,1,3,0.8202247191011236,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,36,0,0,58.69565217391305,0.0444444444444444,0.9,0.7111111111111111,3,3,1,2,0.7111111111111111,0,1,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,22,0,7,60.37735849056604,0.0666666666666666,0.5,0.8,2,1,0,0,0.8,0,0,1332,5565,1,0.0,1,1,1,1,1,0,4,5,1,0,1,1,1,0,0,0,0,14,7,41,0,0,1
54,10,0,93,48.48484848484848,0.037037037037037,0.5,0.8333333333333334,2,0,1,1,0.8333333333333334,0,0,883,54713,1,0.4516129032258064,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28,48,0,0,1
86,16,0,0,59.09090909090909,0.0232558139534883,0.9,0.8372093023255814,3,0,1,3,0.8372093023255814,1,0,25,559,1,0.054054054054054,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,1
26,18,0,0,52.63157894736842,0.0769230769230769,0.9,0.6923076923076923,3,1,0,0,0.6923076923076923,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,28,0,0,72.41379310344827,0.0408163265306122,0.9,0.8571428571428571,3,0,1,1,0.8571428571428571,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,120,0,0,33.33333333333333,0.015625,0.9,0.8359375,3,9,0,0,0.8359375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,6,0,169,43.47826086956522,0.08,0.5,0.68,2,0,0,0,0.68,0,0,277,443,0,0.0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
41,32,0,0,61.01694915254237,0.048780487804878,0.9,0.7560975609756098,3,1,0,0,0.7560975609756098,0,1,46,4146,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,15,0,1
32,23,0,72,50.98039215686274,0.0625,0.5,0.8125,4,0,1,1,0.8125,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,16,0,0,64.0,0.0181818181818181,0.9,0.7727272727272727,3,1,1,2,0.7727272727272727,1,1,140,242963,1,0.3870967741935484,0,1,1,3,3,1,0,0,0,0,0,1,1,0,0,0,1,1,0,6,0,0,1
171,25,0,0,61.81818181818181,0.0116959064327485,0.9,0.5964912280701754,3,0,1,6,0.5964912280701754,1,0,371,2760,1,0.5818181818181818,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,11,25,0,1,1
98,14,1,474,48.64864864864865,0.0204081632653061,0.5,0.5510204081632653,3,2,1,1,0.5510204081632653,0,0,0,5537,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,24,0,0,59.25925925925925,0.09375,0.9,0.8125,3,1,0,0,0.8125,0,0,0,50,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,31,0,0,72.46376811594203,0.03125,0.9,0.796875,3,1,1,1,0.796875,1,0,117,124,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
132,32,0,0,60.60606060606061,0.0151515151515151,0.9,0.7727272727272727,3,1,1,3,0.7727272727272727,0,1,302,167728,1,0.16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,27,0,0,1
124,24,0,0,65.51724137931035,0.0161290322580645,0.9,0.7903225806451613,3,1,1,7,0.7903225806451613,1,1,302,167838,1,0.1666666666666666,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,27,0,0,1
51,18,0,0,56.41025641025641,0.0392156862745098,0.9,0.8235294117647058,3,0,0,0,0.8235294117647058,0,0,14,269,1,0.1333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,48,0,1,40.0,0.0141843971631205,0.5,0.6453900709219859,2,1,1,1,0.6453900709219859,0,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,50,0,0,52.27272727272727,0.0158730158730158,0.9,0.7301587301587301,3,3,1,8,0.7301587301587301,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,14,0,93,48.78048780487805,0.0263157894736842,0.5,0.6052631578947368,2,0,0,0,0.6052631578947368,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,23,0,0,67.79661016949152,0.0259740259740259,0.9,0.7012987012987013,3,0,0,0,0.7012987012987013,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,20,0,16,65.21739130434783,0.0238095238095238,0.5,0.6071428571428571,2,1,0,0,0.6071428571428571,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
97,25,0,16,73.07692307692307,0.0309278350515463,0.5,0.8350515463917526,2,2,1,2,0.8350515463917526,1,1,758,695,1,0.0952380952380952,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,27,36,0,0,1
36,14,0,0,56.41025641025641,0.0555555555555555,0.9,0.8333333333333334,3,0,0,0,0.8333333333333334,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,33,0,0,62.5,0.05,0.9,0.85,3,1,0,0,0.85,0,0,2599,7188,1,0.1860465116279069,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1
85,17,0,44,50.0,0.0235294117647058,0.5,0.8352941176470589,4,0,1,1,0.8352941176470589,0,0,32,55,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,39,0,0,54.736842105263165,0.0357142857142857,0.9,0.6964285714285714,3,3,1,2,0.6964285714285714,0,0,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,11,0,61,57.14285714285714,0.0408163265306122,0.5,0.8163265306122449,4,0,0,0,0.8163265306122449,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,10,0,7,47.05882352941176,0.0869565217391304,0.5,0.782608695652174,2,0,0,0,0.782608695652174,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,16,0,0,53.06122448979592,0.03125,0.9,0.828125,3,0,1,1,0.828125,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,20,0,0,52.38095238095239,0.0434782608695652,0.9,0.717391304347826,3,1,1,1,0.717391304347826,0,1,426,9664,1,0.3859649122807017,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,6,0,0,1
36,9,0,42,48.0,0.0555555555555555,0.5,0.7777777777777778,2,0,0,0,0.7777777777777778,0,0,14,286,1,0.1818181818181818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,28,0,96,48.14814814814815,0.0545454545454545,0.5,0.8,3,1,1,1,0.8,0,0,0,252,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,23,0,19,53.84615384615385,0.0086580086580086,0.5,0.5151515151515151,2,1,1,7,0.5151515151515151,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,17,0,106,57.89473684210527,0.1,0.5,0.8,2,1,0,0,0.8,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,27,0,0,73.01587301587301,0.037037037037037,0.9,0.6419753086419753,3,1,0,0,0.6419753086419753,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,13,0,39,54.54545454545454,0.0229885057471264,0.85,0.8275862068965517,3,0,0,0,0.8275862068965517,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,15,0,23,49.0566037735849,0.0555555555555555,0.5,0.7777777777777778,2,0,0,0,0.7777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,15,0,0,62.85714285714285,0.0689655172413793,0.9,0.8275862068965517,3,0,0,0,0.8275862068965517,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,28,0,0,61.29032258064516,0.054054054054054,0.9,0.8108108108108109,3,1,1,1,0.8108108108108109,0,1,314,36389,1,0.5454545454545454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1
93,22,0,7,48.888888888888886,0.021505376344086,0.5,0.7956989247311828,2,1,1,3,0.7956989247311828,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,26,0,0,57.14285714285714,0.0588235294117647,0.9,0.8235294117647058,3,1,0,0,0.8235294117647058,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56,36,0,0,58.97435897435898,0.0357142857142857,0.9,0.6428571428571429,3,3,1,2,0.6428571428571429,0,1,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,20,0,0,55.55555555555556,0.0714285714285714,0.9,0.7142857142857143,3,1,0,0,0.7142857142857143,0,1,10,111,1,0.1739130434782608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,16,0,0,61.90476190476191,0.04,0.9,0.78,3,0,0,0,0.78,0,0,0,114,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
49,26,0,9,49.18032786885246,0.0408163265306122,0.5,0.8571428571428571,2,0,1,1,0.8571428571428571,0,0,7,57,1,0.1111111111111111,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,25,0,13,54.16666666666666,0.0588235294117647,0.5,0.7647058823529411,2,1,1,1,0.7647058823529411,0,1,79,3909,1,0.3428571428571428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1
51,27,0,0,60.37735849056604,0.0588235294117647,0.9,0.7647058823529411,3,1,1,2,0.7647058823529411,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,29,0,0,56.00000000000001,0.0465116279069767,0.9,0.813953488372093,3,3,0,0,0.813953488372093,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
154,32,0,425,57.57575757575758,0.0129870129870129,0.5,0.7597402597402597,7,1,1,7,0.7597402597402597,1,1,0,18,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,12,1,-1,43.75,0.0327868852459016,0.5,0.6557377049180327,2,2,1,1,0.6557377049180327,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,30,0,39,59.64912280701754,0.073170731707317,0.85,0.8536585365853658,3,1,0,0,0.8536585365853658,0,0,570,8856,1,0.5074626865671642,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,3,4,16,0,0,1
47,13,0,0,57.14285714285714,0.0425531914893617,0.9,0.8085106382978723,3,0,0,0,0.8085106382978723,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,20,0,0,65.11627906976744,0.011070110701107,0.9,0.5977859778597786,3,1,1,6,0.5977859778597786,1,0,9,68,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,28,0,0,59.01639344262295,0.0298507462686567,0.9,0.8656716417910447,3,0,0,0,0.8656716417910447,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
282,30,0,0,56.25,0.0070921985815602,0.9,0.6808510638297872,3,1,1,12,0.6808510638297872,1,1,302,167650,1,0.16,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,27,0,0,1
144,37,0,0,61.97183098591549,0.0138888888888888,0.9,0.8263888888888888,3,1,1,6,0.8263888888888888,1,1,302,167695,1,0.16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,27,0,0,1
52,20,0,0,53.333333333333336,0.0384615384615384,0.9,0.7692307692307693,3,0,1,1,0.7692307692307693,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,18,0,0,63.1578947368421,0.0857142857142857,0.9,0.6857142857142857,3,1,0,0,0.6857142857142857,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,15,0,94,66.66666666666666,0.0294117647058823,0.5,0.6176470588235294,2,2,1,1,0.6176470588235294,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,27,0,0,70.96774193548387,0.0555555555555555,0.9,0.8055555555555556,3,1,1,1,0.8055555555555556,0,1,15,48,1,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
238,17,0,0,65.11627906976744,0.0084033613445378,0.9,0.5378151260504201,3,1,1,16,0.5378151260504201,1,1,0,873,1,0.1538461538461538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,13,1,-1,45.71428571428572,0.0555555555555555,0.5,0.5,3,2,0,0,0.5,0,0,0,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,14,1,657,51.42857142857142,0.034090909090909,0.5,0.6477272727272727,3,2,1,3,0.6477272727272727,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,21,0,0,63.63636363636363,0.0689655172413793,0.9,0.7931034482758621,3,1,0,0,0.7931034482758621,0,0,14,50,1,0.1176470588235294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,17,0,83,63.63636363636363,0.1111111111111111,0.5,0.7777777777777778,2,1,0,0,0.7777777777777778,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,15,0,0,62.22222222222222,0.0198019801980198,0.9,0.7821782178217822,3,1,1,1,0.7821782178217822,0,1,0,3069,1,0.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,15,0,0,70.0,0.1111111111111111,0.9,0.7407407407407407,3,1,0,0,0.7407407407407407,0,0,9,85,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,14,0,0,61.53846153846154,0.0555555555555555,0.9,0.7777777777777778,3,0,1,1,0.7777777777777778,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,13,0,125,59.45945945945946,0.0454545454545454,0.5,0.6666666666666666,2,1,1,1,0.6666666666666666,0,0,300,13863,1,0.1304347826086956,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,55,5,10,1,1,1
35,26,0,0,63.1578947368421,0.0571428571428571,0.9,0.8285714285714286,3,1,0,0,0.8285714285714286,0,1,314,36389,1,0.5454545454545454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1
27,13,0,0,61.53846153846154,0.074074074074074,0.9,0.7777777777777778,3,0,0,0,0.7777777777777778,0,1,93,945,1,0.2439024390243902,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
21,13,1,81,47.05882352941176,0.0952380952380952,0.5,0.1904761904761904,2,2,0,0,0.1904761904761904,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,4,0,161,30.0,0.1333333333333333,0.5,0.6,2,0,0,0,0.6,0,0,346,1098,1,0.4,0,1,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1
82,36,0,0,56.47058823529412,0.024390243902439,0.9,0.6951219512195121,3,3,1,5,0.6951219512195121,1,1,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,13,0,15,62.5,0.0789473684210526,0.5,0.6842105263157895,2,1,0,0,0.6842105263157895,0,1,1469,16212,1,1.0,1,0,1,1,1,0,0,2,1,1,0,1,1,0,0,0,1,82,8,24,0,1,1
39,32,0,0,62.5,0.0512820512820512,0.9,0.8717948717948718,3,1,0,0,0.8717948717948718,0,0,314,36389,1,0.5454545454545454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1
53,36,0,0,65.0,0.0377358490566037,0.9,0.8113207547169812,3,1,1,3,0.8113207547169812,1,0,314,36389,1,0.5454545454545454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1
129,54,0,0,58.69565217391305,0.0232558139534883,0.9,0.689922480620155,3,4,1,8,0.689922480620155,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,34,0,12,58.97435897435898,0.0476190476190476,0.5,0.6904761904761905,3,1,1,2,0.6904761904761905,0,0,0,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,20,0,13,64.0,0.0714285714285714,0.5,0.7857142857142857,2,1,0,0,0.7857142857142857,0,0,28,134,1,0.2222222222222222,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,19,0,0,57.77777777777777,0.0571428571428571,0.9,0.8,3,1,0,0,0.8,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,50,0,0,52.27272727272727,0.0157480314960629,0.9,0.6692913385826772,3,3,1,8,0.6692913385826772,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,22,0,7,50.0,0.0689655172413793,0.5,0.7586206896551724,2,1,0,0,0.7586206896551724,0,0,204,139,1,0.1081081081081081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
33,16,0,32,63.1578947368421,0.0909090909090909,0.5,0.7878787878787878,2,1,0,0,0.7878787878787878,0,0,200,246,1,0.36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,1
61,42,0,0,59.61538461538461,0.0327868852459016,0.9,0.8032786885245902,3,3,1,2,0.8032786885245902,0,0,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,12,0,0,51.61290322580645,0.0077220077220077,0.9,0.8494208494208494,3,1,1,1,0.8494208494208494,0,0,93,945,1,0.1081081081081081,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
57,21,0,80,58.333333333333336,0.0526315789473684,0.5,0.8245614035087719,2,1,0,0,0.8245614035087719,0,0,30,106,1,0.1428571428571428,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
47,15,0,16,58.53658536585365,0.0425531914893617,0.5,0.8085106382978723,2,1,0,0,0.8085106382978723,0,0,12,286,1,0.1052631578947368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,29,0,0,60.31746031746032,0.019047619047619,0.9,0.7714285714285715,3,1,1,2,0.7714285714285715,1,1,302,166963,1,0.16,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,27,0,0,1
109,21,0,0,56.52173913043478,0.018348623853211,0.9,0.8256880733944955,3,1,1,2,0.8256880733944955,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,5,0,161,47.61904761904761,0.0833333333333333,0.5,0.5833333333333334,2,0,0,0,0.5833333333333334,0,0,523,233246,1,0.0714285714285714,1,1,1,4,1,1,0,1,0,1,0,0,0,0,0,0,1,49,1,19,0,0,1
37,17,0,0,68.18181818181817,0.081081081081081,0.9,0.7837837837837838,3,1,0,0,0.7837837837837838,0,0,93,945,1,0.1463414634146341,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
124,46,0,0,50.70422535211267,0.0241935483870967,0.9,0.6693548387096774,3,4,1,7,0.6693548387096774,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,15,0,3,62.85714285714285,0.0857142857142857,0.8,0.7142857142857143,3,1,0,0,0.7142857142857143,0,0,0,44,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,50,0,0,52.27272727272727,0.0158730158730158,0.9,0.6666666666666666,3,3,1,8,0.6666666666666666,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,61,0,0,41.221374045801525,0.0238095238095238,0.9,0.5079365079365079,3,1,1,7,0.5079365079365079,1,0,9,62,1,0.2978723404255319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,50,0,0,52.27272727272727,0.0263157894736842,0.9,0.75,3,3,1,1,0.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,16,0,0,61.90476190476191,0.0285714285714285,0.9,0.7857142857142857,3,1,1,2,0.7857142857142857,0,1,17,2593,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1
22,14,1,569,50.0,0.0909090909090909,0.5,0.1818181818181818,3,2,0,0,0.1818181818181818,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,20,0,0,65.11627906976744,0.0285714285714285,0.9,0.8380952380952381,3,1,0,0,0.8380952380952381,0,0,9,68,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,61,0,0,41.02564102564102,0.0158730158730158,0.9,0.5714285714285714,3,1,1,7,0.5714285714285714,1,0,9,62,1,0.2978723404255319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,25,0,0,55.55555555555556,0.0277777777777777,0.9,0.8333333333333334,3,0,1,1,0.8333333333333334,1,1,632,94629,1,0.2083333333333333,1,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,30,0,0,1
59,18,0,0,56.41025641025641,0.0338983050847457,0.9,0.4915254237288136,3,1,0,0,0.4915254237288136,0,0,11,307,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
55,28,0,0,51.61290322580645,0.0363636363636363,0.9,0.8727272727272727,3,1,1,1,0.8727272727272727,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,12,0,42,52.63157894736842,0.0625,0.5,0.75,2,1,0,0,0.75,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,14,0,72,56.41025641025641,0.0606060606060606,0.5,0.6666666666666666,4,1,0,0,0.6666666666666666,0,1,11,90,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
77,23,0,0,67.79661016949152,0.0259740259740259,0.9,0.7272727272727273,3,0,0,0,0.7272727272727273,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,44,0,0,58.69565217391305,0.0377358490566037,0.9,0.6226415094339622,3,3,1,3,0.6226415094339622,0,1,10,66,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,59,0,7,65.60000000000001,0.0357142857142857,0.5,0.7857142857142857,2,7,1,1,0.7857142857142857,0,0,9,119,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56,18,0,0,57.77777777777777,0.0357142857142857,0.9,0.8214285714285714,3,0,1,1,0.8214285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,15,0,0,60.0,0.0294117647058823,0.9,0.7254901960784313,3,0,1,1,0.7254901960784313,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,8,0,39,55.172413793103445,0.0444444444444444,0.85,0.6444444444444445,3,0,1,1,0.6444444444444445,1,0,9,85,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,24,0,0,64.28571428571429,0.064516129032258,0.9,0.8064516129032258,3,1,0,0,0.8064516129032258,0,0,2599,6939,1,0.2580645161290322,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1
